Date,resid
2007-10-24,4.96231862602601
2007-10-25,5.007839041308426
2007-10-26,5.061192197096691
2007-10-29,5.119726304009772
2007-10-30,5.171309794398744
2007-10-31,5.234828540688776
2007-11-01,5.26780188299685
2007-11-02,5.30306294353556
2007-11-05,5.3294413813226775
2007-11-06,5.360679196727417
2007-11-07,5.366401636075698
2007-11-08,5.3623677761959225
2007-11-09,5.3276790584433265
2007-11-12,5.296803933607231
2007-11-13,5.292935384483169
2007-11-14,5.281278865576722
2007-11-15,5.259680297179964
2007-11-16,5.239010361657905
2007-11-19,5.205099756983061
2007-11-20,5.162090001825517
2007-11-21,5.103807015357544
2007-11-23,5.057113703360586
2007-11-26,4.991861571126228
2007-11-27,4.940814502366995
2007-11-28,4.922951619241276
2007-11-29,4.9056113926610925
2007-11-30,4.896469688066938
2007-12-03,4.884706261253405
2007-12-04,4.86843737192623
2007-12-05,4.870998765490809
2007-12-06,4.892654621609664
2007-12-07,4.926298543287883
2007-12-10,4.971176589911793
2007-12-11,4.993366510573349
2007-12-12,5.022956429929321
2007-12-13,5.052726022068186
2007-12-14,5.067630064227195
2007-12-17,5.065374219890628
2007-12-18,5.061531242940781
2007-12-19,5.0474211650066465
2007-12-20,5.032007068502464
2007-12-21,5.030683750196892
2007-12-24,5.05167360779471
2007-12-26,5.075138068446834
2007-12-27,5.08540863393706
2007-12-28,5.094361626630775
2007-12-31,5.089425240293446
2008-01-02,5.06784272800808
2008-01-03,5.0524989655493195
2008-01-04,5.0195602047044465
2008-01-07,4.989669212788298
2008-01-08,4.9379048658217055
2008-01-09,4.894993723325822
2008-01-10,4.853699451304866
2008-01-11,4.804843522486738
2008-01-14,4.765917619441645
2008-01-15,4.706743462692141
2008-01-16,4.632257825963713
2008-01-17,4.535884709958387
2008-01-18,4.433485161645506
2008-01-22,4.324317569880087
2008-01-23,4.247089611281729
2008-01-24,4.175219809669185
2008-01-25,4.084335243399436
2008-01-28,4.00454874520838
2008-01-29,3.938996903726995
2008-01-30,3.8617800599070575
2008-01-31,3.8001783090306347
2008-02-01,3.754741270099503
2008-02-04,3.706467661019269
2008-02-05,3.632279016837079
2008-02-06,3.5466524129188723
2008-02-07,3.4613572942246633
2008-02-08,3.3726782027445363
2008-02-11,3.2869244725702997
2008-02-12,3.2132292864184606
2008-02-13,3.152579357964542
2008-02-14,3.086890952216788
2008-02-15,3.0272813767525517
2008-02-19,2.974525886892893
2008-02-20,2.918536567004167
2008-02-21,2.8548316437808996
2008-02-22,2.7928261280449744
2008-02-25,2.752766478329448
2008-02-26,2.7123229893002287
2008-02-27,2.6725661239758676
2008-02-28,2.625636859176424
2008-02-29,2.552459021821009
2008-03-03,2.475498652723942
2008-03-04,2.399573156910924
2008-03-05,2.3281881686929733
2008-03-06,2.2373887462388646
2008-03-07,2.1284071209259703
2008-03-10,2.0106617467578727
2008-03-11,2.1887084756188004
2008-03-12,2.1210145683364754
2008-03-13,2.0533221438542046
2008-03-14,1.9674337145055008
2008-03-17,1.8846469408693354
2008-03-18,1.8472703227998077
2008-03-19,1.7861466095195762
2008-03-20,1.7436135116266291
2008-03-24,1.7292072870833108
2008-03-25,1.7120103660860866
2008-03-26,1.6736738320378097
2008-03-27,1.62703426801911
2008-03-28,1.5719612601965507
2008-03-31,1.5310631710593248
2008-04-01,1.5320217033001617
2008-04-02,1.5447570586918842
2008-04-03,1.5541742001603605
2008-04-04,1.5614336066544274
2008-04-07,1.5654204158164555
2008-04-08,1.5728441686938526
2008-04-09,1.5723145716352969
2008-04-10,1.5772379815705178
2008-04-11,1.558215354075733
2008-04-14,1.536838160148003
2008-04-15,1.5178312237472282
2008-04-16,1.527283173027342
2008-04-17,1.538415593342384
2008-04-18,1.5543314236483647
2008-04-21,1.5778061632665852
2008-04-22,1.595643794287627
2008-04-23,1.6102695351060676
2008-04-24,1.634413484813483
2008-04-25,1.6677617075082891
2008-04-28,1.704929462684949
2008-04-29,1.7559575776156982
2008-04-30,1.8096943906023049
2008-05-01,1.8786123481761132
2008-05-02,1.9657240316027265
2008-05-05,2.0411945661120927
2008-05-06,2.110462084850707
2008-05-07,2.163599322327764
2008-05-08,2.203880963793737
2008-05-09,2.246853098160149
2008-05-12,2.3041018320191684
2008-05-13,2.3824110887017556
2008-05-14,2.45737565271132
2008-05-15,2.5566935771004404
2008-05-16,2.6711684459191334
2008-05-19,2.771005973111764
2008-05-20,2.873611989236515
2008-05-21,2.9494239831336837
2008-05-22,3.0314386141557472
2008-05-23,3.0973003320130106
2008-05-27,3.1820534458540766
2008-05-28,3.2746547476775465
2008-05-29,3.3594185501708447
2008-05-30,3.4460239612546406
2008-06-02,3.5258308022440845
2008-06-03,3.6036259854472883
2008-06-04,3.6803058463027933
2008-06-05,3.780776433986133
2008-06-06,3.8549758799296465
2008-06-09,3.94150788970694
2008-06-10,4.031676949305197
2008-06-11,4.090035055863198
2008-06-12,4.156411137334978
2008-06-13,4.2394353354293814
2008-06-16,4.319156624325238
2008-06-17,4.396474969336092
2008-06-18,4.460127918304764
2008-06-19,4.530045785156937
2008-06-20,4.577132742188224
2008-06-23,4.6187314719158765
2008-06-24,4.662899069025949
2008-06-25,4.713618591336655
2008-06-26,4.729577064213091
2008-06-27,4.7320917699844856
2008-06-30,4.733546568178135
2008-07-01,4.739043892363329
2008-07-02,4.734120898565042
2008-07-03,4.734507522959484
2008-07-07,4.732450416118949
2008-07-08,4.751379798936247
2008-07-09,4.752213324020083
2008-07-10,4.757643747996537
2008-07-11,4.7532094306523955
2008-07-14,4.737127107401813
2008-07-15,4.710604303003174
2008-07-16,4.7124326299736845
2008-07-17,4.732962881561132
2008-07-18,4.754881038484678
2008-07-21,4.768168299355869
2008-07-22,4.518905897476124
2008-07-23,4.54661698754229
2008-07-24,4.561556327557975
2008-07-25,4.57064638492913
2008-07-28,4.571940449643777
2008-07-29,4.598803084506856
2008-07-30,4.64310539301258
2008-07-31,4.6627137602232365
2008-08-01,4.680475049754246
2008-08-04,4.700942481201834
2008-08-05,4.758309718780715
2008-08-06,4.818897082054741
2008-08-07,4.87004478713382
2008-08-08,4.943658866865927
2008-08-11,5.026402461508794
2008-08-12,5.106510610689743
2008-08-13,5.17100848761798
2008-08-14,5.247115790397675
2008-08-15,5.3457101868452686
